schema_name_source,schema_name,column_name_source,column_name,group,description,delete,disposition,column_type,source,version_added,is_redcap_calculation,date_shift
anxiety_disorder_schema,anxiety,diagnosis_ad_current_medication,diagnosis_ad_current_medication,diagnosis,"[DEPRECATED]
Please list any current psychiatric medications (to the best of your recollection), including medication names, dosage,
and how many times per day.


MOVED IT TO ""Q - Mood - Participant History""",YES,review,VARIABLE,redcap,v4,NO,NO
anxiety_disorder_schema,anxiety,diagnosis_ad_describe_psychotherapy,diagnosis_ad_describe_psychotherapy,diagnosis,"[DEPRECATED]
Please briefly describe your psychotherapy history (e.g.,
dates, reasons for seeking therapy, etc.).

MOVED IT TO ""Q - Mood - Participant History""",NO,review,VARIABLE,redcap,v4,NO,NO
anxiety_disorder_schema,anxiety,diagnosis_ad_hist_psy_med_prob_other,diagnosis_ad_hist_psy_med_prob_other,diagnosis,"[DEPRECATED]
Please specify

MOVED IT TO ""Q - Mood - Participant History""",YES,review,VARIABLE,redcap,v4,NO,NO
anxiety_disorder_schema,anxiety,diagnosis_ad_hist_psy_med_problems,diagnosis_ad_hist_psy_med_problems,,"[DEPRECATED]
Please select any historical psychiatric problems and medical problems (select all that apply).

MOVED IT TO ""Q - Mood - Participant History""",YES,drop,VARIABLE,redcap,pre-v4,NO,NO
anxiety_disorder_schema,anxiety,diagnosis_ad_last_anxious_episode,diagnosis_ad_last_anxious_episode,diagnosis,"When was your last anxious episode (feeling anxious more days than not over
two weeks)?",YES,internal,VARIABLE,redcap,v4,NO,YES
anxiety_disorder_schema,anxiety,diagnosis_ad_prescribed_medication,diagnosis_ad_prescribed_medication,diagnosis,"[DEPRECATED]
Have you ever been prescribed medication for mental or emotional problems (e.g., antidepressants, anxiolytics, antipsychotics, mood stabilizers, etc.)?

MOVED IT TO ""Q - Mood - Participant History""",NO,release,VARIABLE,redcap,pre-v4,NO,NO
anxiety_disorder_schema,anxiety,diagnosis_ad_previous_medication,diagnosis_ad_previous_medication,diagnosis,"[DEPRECATED]
Please list any previous psychiatric medications (to the best of your recollection), including medication names,
approximate dates you were taking them, and why they were discontinued.

MOVED IT TO ""Q - Mood - Participant History""",YES,review,VARIABLE,redcap,v4,NO,NO
anxiety_disorder_schema,anxiety,diagnosis_ad_see_mental_health_professional,diagnosis_ad_see_mental_health_professional,diagnosis,"[DEPRECATED]
Have you ever seen a mental health professional for talk therapy (could include social workers, psychiatrists, etc.)?

MOVED IT TO ""Q - Mood - Participant History""",NO,release,VARIABLE,redcap,pre-v4,NO,NO
anxiety_disorder_schema,anxiety,diagnosis_diagnosed_ad,diagnosis_ad_gold_standard_diagnosis,diagnosis,Have you been diagnosed with an anxiety disorder?,NO,release,VARIABLE,redcap,pre-v4,NO,NO
anxiety_disorder_schema,anxiety,diagnosis_diagnosed_ad_selection,diagnosis_ad_selection,diagnosis,Anxiety Disorder,NO,release,VARIABLE,redcap,pre-v4,NO,NO
benign_lesions_schema,benign_lesions,diagnois_bl_gsd,diagnois_bl_gold_standard_diagnosis,diagnosis,Does the participant have a benign lesion confirmed by laryngoscopy/stroboscopy?,NO,release,VARIABLE,redcap,pre-v4,NO,NO
benign_lesions_schema,benign_lesions,diagnosis_bl_degree_b_1,diagnosis_bl_degree_b_1,diagnosis,Breathiness,NO,release,VARIABLE,redcap,pre-v4,NO,NO
benign_lesions_schema,benign_lesions,diagnosis_bl_degree_b_2,diagnosis_bl_degree_b_2,diagnosis,Breathiness,NO,release,VARIABLE,redcap,pre-v4,NO,NO
benign_lesions_schema,benign_lesions,diagnosis_bl_degree_comments,diagnosis_bl_degree_comments,diagnosis,Comments about resonance,YES,release,VARIABLE,redcap,pre-v4,NO,NO
benign_lesions_schema,benign_lesions,diagnosis_bl_degree_comments_other,diagnosis_bl_degree_comments_other,diagnosis,Please specify,YES,review,VARIABLE,redcap,v4,NO,NO
benign_lesions_schema,benign_lesions,diagnosis_bl_degree_comments_other_2,diagnosis_bl_degree_comments_other_2,diagnosis,"Additional Features
(for example, diplophonia, fry, falsetto, asthenia, aphonia, pitch instability, tremor, wet/gurgly, or other relevant terms):",YES,review,VARIABLE,redcap,v4,NO,NO
benign_lesions_schema,benign_lesions,diagnosis_bl_degree_l_1,diagnosis_bl_degree_l_1,diagnosis,Loudness,NO,release,VARIABLE,redcap,pre-v4,NO,NO
benign_lesions_schema,benign_lesions,diagnosis_bl_degree_l_2,diagnosis_bl_degree_l_2,diagnosis,Loudness,NO,release,VARIABLE,redcap,pre-v4,NO,NO
benign_lesions_schema,benign_lesions,diagnosis_bl_degree_l_nature,diagnosis_bl_degree_l_nature,diagnosis,"Loudness
(Indicate the nature of the abnormality):",NO,review,VARIABLE,redcap,v4,NO,NO
benign_lesions_schema,benign_lesions,diagnosis_bl_degree_legend,diagnosis_bl_degree_legend,diagnosis,Legend: C- Sonsistent I = IntermittentMI = Mildly DeviantMO = Moderately DeviantSE = Severely Deviant,YES,drop,VARIABLE,redcap,pre-v4,NO,NO
benign_lesions_schema,benign_lesions,diagnosis_bl_degree_os_1,diagnosis_bl_degree_os_1,diagnosis,Overall Severity,NO,release,VARIABLE,redcap,pre-v4,NO,NO
benign_lesions_schema,benign_lesions,diagnosis_bl_degree_os_2,diagnosis_bl_degree_os_2,diagnosis,Overall Severity,NO,release,VARIABLE,redcap,pre-v4,NO,NO
benign_lesions_schema,benign_lesions,diagnosis_bl_degree_p_1,diagnosis_bl_degree_p_1,diagnosis,Pitch,NO,release,VARIABLE,redcap,pre-v4,NO,NO
benign_lesions_schema,benign_lesions,diagnosis_bl_degree_p_2,diagnosis_bl_degree_p_2,diagnosis,Pitch,NO,release,VARIABLE,redcap,pre-v4,NO,NO
benign_lesions_schema,benign_lesions,diagnosis_bl_degree_p_nature,diagnosis_bl_degree_p_nature,diagnosis,"Pitch
(Indicate the nature of the abnormality):",NO,review,VARIABLE,redcap,v4,NO,NO
benign_lesions_schema,benign_lesions,diagnosis_bl_degree_r_1,diagnosis_bl_degree_r_1,diagnosis,Roughness,NO,release,VARIABLE,redcap,pre-v4,NO,NO
benign_lesions_schema,benign_lesions,diagnosis_bl_degree_r_2,diagnosis_bl_degree_r_2,diagnosis,Roughness,NO,release,VARIABLE,redcap,pre-v4,NO,NO
benign_lesions_schema,benign_lesions,diagnosis_bl_degree_s_1,diagnosis_bl_degree_s_1,diagnosis,Strain,NO,release,VARIABLE,redcap,pre-v4,NO,NO
benign_lesions_schema,benign_lesions,diagnosis_bl_degree_s_2,diagnosis_bl_degree_s_2,diagnosis,Strain,NO,release,VARIABLE,redcap,pre-v4,NO,NO
benign_lesions_schema,benign_lesions,diagnosis_bl_degree_text,diagnosis_bl_degree_text,diagnosis,"Degree of dysphonia

CAPE-V scale",YES,drop,VARIABLE,redcap,pre-v4,NO,NO
benign_lesions_schema,benign_lesions,diagnosis_bl_ds,diagnosis_bl_ds,diagnosis,What is the benign lesion diagnosis?,NO,release,VARIABLE,redcap,pre-v4,NO,NO
benign_lesions_schema,benign_lesions,diagnosis_bl_ds_ll,diagnosis_bl_ds_ll,diagnosis,Location of lesion(s),NO,release,VARIABLE,redcap,pre-v4,NO,NO
benign_lesions_schema,benign_lesions,diagnosis_bl_ds_other,diagnosis_bl_ds_other,diagnosis,Please specify,NO,review,VARIABLE,redcap,v4,NO,NO
benign_lesions_schema,benign_lesions,diagnosis_bl_etiology,diagnosis_bl_etiology,diagnosis,What is the etiology?,NO,release,VARIABLE,redcap,pre-v4,NO,NO
benign_lesions_schema,benign_lesions,diagnosis_bl_etiology_other,diagnosis_bl_etiology_other,diagnosis,Please specify,NO,review,VARIABLE,redcap,v4,NO,NO
benign_lesions_schema,benign_lesions,diagnosis_bl_treatment,diagnosis_bl_treatment,diagnosis,Has the participant undergone any treatment for this condition?,NO,release,VARIABLE,redcap,pre-v4,NO,NO
benign_lesions_schema,benign_lesions,diagnosis_bl_treatment_lm,diagnosis_bl_treatment_lm,diagnosis,Laryngeal microsurgery,NO,release,VARIABLE,redcap,pre-v4,NO,NO
benign_lesions_schema,benign_lesions,diagnosis_bl_treatment_other,diagnosis_bl_treatment_other,diagnosis,"Other, please specify",NO,review,VARIABLE,redcap,v4,NO,NO
benign_lesions_schema,benign_lesions,diagnosis_bl_treatment_select,diagnosis_bl_treatment_select,diagnosis,Select all that apply:,NO,release,VARIABLE,redcap,pre-v4,NO,NO
bipolar_disorder_schema,bipolar_disorder,diagnosis_bipolar_active_problems,diagnosis_bipolar_active_problems,diagnosis,"[DEPRECATED]
Enter list of active problems",YES,review,VARIABLE,redcap,v4,NO,NO
bipolar_disorder_schema,bipolar_disorder,diagnosis_bipolar_current_med_therapies,diagnosis_bipolar_current_med_therapies,diagnosis,"[DEPRECATED]
List any current medications/therapies",YES,review,VARIABLE,redcap,v4,NO,NO
bipolar_disorder_schema,bipolar_disorder,diagnosis_bipolar_etiology,diagnosis_bipolar_etiology,diagnosis,"[DEPRECATED]
Describe life events that may relate to the diagnosis",YES,review,VARIABLE,redcap,v4,NO,NO
bipolar_disorder_schema,bipolar_disorder,diagnosis_bipolar_former_med_therapies,diagnosis_bipolar_former_med_therapies,,"[DEPRECATED]
List any former medications/therapies",YES,drop,VARIABLE,redcap,v4,NO,NO
bipolar_disorder_schema,bipolar_disorder,diagnosis_bipolar_gsd,diagnosis_bipolar_gold_standard_diagnosis,,"[DEPRECATED]
Diagnosis",YES,drop,VARIABLE,redcap,pre-v4,NO,NO
bipolar_disorder_schema,bipolar_disorder,diagnosis_bipolar_gsd_interview,diagnosis_bipolar_gold_standard_diagnosis_interview,diagnosis,"[DEPRECATED]
Was a structured clinical interview done?",YES,review,VARIABLE,redcap,pre-v4,NO,NO
bipolar_disorder_schema,bipolar_disorder,diagnosis_bipolar_gsd_oqu,diagnosis_bipolar_gold_standard_diagnosis_oqu,diagnosis,"[DEPRECATED]
Was an objective questionnaire used?",YES,review,VARIABLE,redcap,pre-v4,NO,NO
bipolar_disorder_schema,bipolar_disorder,diagnosis_bipolar_gsd_oqu_other,diagnosis_bipolar_gold_standard_diagnosis_oqu_other,diagnosis,"[DEPRECATED]
Please specify",YES,review,VARIABLE,redcap,v4,NO,NO
bipolar_disorder_schema,bipolar_disorder,diagnosis_bipolar_gsd_oquw,diagnosis_bipolar_gold_standard_diagnosis_oquw,diagnosis,"[DEPRECATED]
Which objective questionnaire was used?",YES,review,VARIABLE,redcap,pre-v4,NO,NO
bipolar_disorder_schema,bipolar_disorder,diagnosis_bipolar_history_problems,diagnosis_bipolar_history_problems,diagnosis,"[DEPRECATED]
Enter any history of problems",YES,review,VARIABLE,redcap,v4,NO,NO
bipolar_disorder_schema,bipolar_disorder,diagnosis_bipolar_psychotic,diagnosis_bipolar_psychotic,diagnosis,"[DEPRECATED]
Psychotic Symptoms",YES,review,VARIABLE,redcap,pre-v4,NO,NO
bipolar_disorder_schema,bipolar_disorder,diagnosis_bipolar_severity,diagnosis_bipolar_severity,diagnosis,"[DEPRECATED]
Disease Severity",YES,review,VARIABLE,redcap,pre-v4,NO,NO
bipolar_disorder_schema,bipolar_disorder,diagnosis_bipolar_subtype_active,diagnosis_bipolar_subtype_active,diagnosis,"[DEPRECATED]
Disease Subtype",YES,review,VARIABLE,redcap,pre-v4,NO,NO
bipolar_disorder_schema,bipolar_disorder,mbd_active_psy_med_prob_other,mbd_active_psy_med_prob_other,diagnosis,"[DEPRECATED]
Please specify

MOVED IT TO ""Q - Mood - Participant History""",YES,review,VARIABLE,redcap,v4,NO,NO
bipolar_disorder_schema,bipolar_disorder,mbd_active_psy_med_problems,mbd_active_psy_med_problems,,"[DEPRECATED]
Please select any active psychiatric problems and medical problems (select all that apply).

MOVED IT TO ""Q - Mood - Participant History""",YES,drop,VARIABLE,redcap,pre-v4,NO,NO
bipolar_disorder_schema,bipolar_disorder,mbd_current_medication,mbd_current_medication,diagnosis,"[DEPRECATED]
Please list any current psychiatric medications (to the best of your recollection), including medication names, dosage, and how many times per day.

MOVED IT TO ""Q - Mood - Participant History""",YES,review,VARIABLE,redcap,v4,NO,NO
bipolar_disorder_schema,bipolar_disorder,mbd_describe_psychotherapy,mbd_describe_psychotherapy,diagnosis,"[DEPRECATED]
Please briefly describe your psychotherapy history (e.g.,
dates, reasons for seeking therapy, etc.).

MOVED IT TO ""Q - Mood - Participant History""",YES,review,VARIABLE,redcap,v4,NO,NO
bipolar_disorder_schema,bipolar_disorder,mbd_diagnosed_bipolar_i_ii_other,diagnosis_mbd_bipolar_i_ii_other,diagnosis,"Were you diagnosed with Bipolar I, Bipolar II, or Other/unspecified?",NO,release,VARIABLE,redcap,pre-v4,NO,NO
bipolar_disorder_schema,bipolar_disorder,mbd_diagnosed_bm,diagnosis_mbd_gold_standard_diagnosis,diagnosis,Have you been diagnosed with Bipolar Disorder?,NO,release,VARIABLE,redcap,pre-v4,NO,NO
bipolar_disorder_schema,bipolar_disorder,mbd_diagnosed_bm_selection,diagnosis_mbd_selection,diagnosis,Bipolar I and II Disorders,NO,release,VARIABLE,redcap,pre-v4,NO,NO
bipolar_disorder_schema,bipolar_disorder,mbd_diagnosed_other,diagnosis_mbd_other,diagnosis,Please specify,NO,review,VARIABLE,redcap,v4,NO,NO
bipolar_disorder_schema,bipolar_disorder,mbd_ever_seen_heard,diagnosis_mbd_ever_seen_heard,diagnosis,Have you ever seen things other people can't see or heard things other people can't hear?,NO,release,VARIABLE,redcap,pre-v4,NO,NO
bipolar_disorder_schema,bipolar_disorder,mbd_had_manic_episode,diagnosis_mbd_had_manic_episode,diagnosis,"Have you ever had a manic episode (i.e., While not under the influence of substances, a distinct period of abnormally and persistently elevated, expansive, or irritable mood and abnormally and persistently goal-directed behavior or energy, lasting at least 1 week and present most of the day, nearly every day)?",NO,release,VARIABLE,redcap,pre-v4,NO,NO
bipolar_disorder_schema,bipolar_disorder,mbd_hist_psy_med_prob_other,mbd_hist_psy_med_prob_other,diagnosis,"[DEPRECATED]
Please specify

MOVED IT TO ""Q - Mood - Participant History""",YES,review,VARIABLE,redcap,v4,NO,NO
bipolar_disorder_schema,bipolar_disorder,mbd_hist_psy_med_problems,mbd_hist_psy_med_problems,,"[DEPRECATED]
Please select any historical psychiatric problems and medical problems (select all that apply).

MOVED IT TO ""Q - Mood - Participant History""",YES,drop,VARIABLE,redcap,pre-v4,NO,NO
bipolar_disorder_schema,bipolar_disorder,mbd_last_depressive_episode,diagnosis_mbd_last_depressive_episode,diagnosis,When was your last depressive episode (feeling down and depressed more days than not over two weeks)?,YES,internal,VARIABLE,redcap,v4,NO,YES
bipolar_disorder_schema,bipolar_disorder,mbd_last_manic_episode,diagnosis_mbd_last_manic_episode,diagnosis,When was your last manic episode?,YES,internal,VARIABLE,redcap,v4,NO,YES
bipolar_disorder_schema,bipolar_disorder,mbd_many_depressive_episodes,diagnosis_mbd_many_depressive_episodes,diagnosis,Approximately how many depressive episodes have you had in your life (feeling down and depressed more days than not over two weeks)?,NO,release,VARIABLE,redcap,pre-v4,NO,NO
bipolar_disorder_schema,bipolar_disorder,mbd_many_manic_episodes,diagnosis_mbd_many_manic_episodes,diagnosis,Approximately how many manic episodes have you had in your life?,NO,release,VARIABLE,redcap,pre-v4,NO,NO
bipolar_disorder_schema,bipolar_disorder,mbd_prescribed_medication,diagnosis_mbd_prescribed_medication,diagnosis,"[DEPRECATED]
Have you ever been prescribed medication for mental or emotional problems (e.g., antidepressants, anxiolytics, antipsychotics, mood stabilizers, etc.)?

MOVED IT TO ""Q - Mood - Participant History""",NO,release,VARIABLE,redcap,pre-v4,NO,NO
bipolar_disorder_schema,bipolar_disorder,mbd_previous_medication,mbd_previous_medication,diagnosis,"[DEPRECATED]
Please list any previous psychiatric medications (to the best of your recollection), including medication names,
approximate dates you were taking them, and why they were discontinued.

MOVED IT TO ""Q - Mood - Participant History""",YES,review,VARIABLE,redcap,v4,NO,NO
bipolar_disorder_schema,bipolar_disorder,mbd_see_mental_health_professional,mbd_see_mental_health_professional,diagnosis,"[DEPRECATED]
Have you ever seen a mental health professional for talk therapy (could include social workers, psychiatrists, etc.)?

MOVED IT TO ""Q - Mood - Participant History""",YES,review,VARIABLE,redcap,pre-v4,NO,NO
bridge2ai_econsent_mit_english_schema,,consent_mit_p1,consent_mit_p1,,"Participant's response to the first MIT e-consent question, recording whether they agreed to participate (Yes/No).",YES,drop,VARIABLE,redcap,pre-v4,NO,NO
bridge2ai_econsent_mit_english_schema,,mit_icf_date_en,mit_icf_date_en,,Date,YES,drop,VARIABLE,redcap,pre-v4,NO,NO
bridge2ai_econsent_mit_english_schema,,mit_icf_name_en,mit_icf_name_en,,Printed Name of Person Taking Part in Study,YES,drop,VARIABLE,redcap,pre-v4,NO,NO
bridge2ai_econsent_mit_english_schema,,mit_icf_p1_en,mit_icf_p1_en,,"Participant's response to the first item of the MIT English informed consent form, recorded as a categorical choice (e.g., Yes/No or Agree/Disagree/Decline).",YES,drop,VARIABLE,redcap,pre-v4,NO,NO
bridge2ai_econsent_mit_english_schema,,mit_icf_p2_en,mit_icf_p2_en,,Indicates whether the participant completed or acknowledged page 2 of the MIT electronic informed consent form in English (typically recorded as a yes/no response or a signature/timestamp).,YES,drop,VARIABLE,redcap,pre-v4,NO,NO
bridge2ai_econsent_mit_english_schema,,mit_icf_p3_en,mit_icf_p3_en,,"Participant's response to item 3 on the MIT informed consent form (English), recorded as the selected option or entered text.",YES,drop,VARIABLE,redcap,pre-v4,NO,NO
bridge2ai_econsent_mit_english_schema,,mit_icf_p4_en,mit_icf_p4_en,,"Response to item ""P4"" on the MIT English informed consent form; the specific question text and response options or units were not provided.",YES,drop,VARIABLE,redcap,pre-v4,NO,NO
bridge2ai_econsent_mit_english_schema,,mit_icf_p5_en,mit_icf_p5_en,,"Participant's response to item 5 on the MIT informed consent form (English), recorded as the participant's answer (free-text or coded choice).",YES,drop,VARIABLE,redcap,pre-v4,NO,NO
bridge2ai_econsent_mit_english_schema,,mit_icf_p6_en,mit_icf_p6_en,,"Participant's response to item 6 of the MIT electronic informed consent form (English), recorded as either a coded choice or free-text answer as applicable.",YES,drop,VARIABLE,redcap,pre-v4,NO,NO
bridge2ai_econsent_mit_english_schema,,mit_icf_p7_en,mit_icf_p7_en,,"Participant's response to item 7 on the MIT informed consent (English) form, recording the participant's selected answer (e.g., yes/no or checked option) as provided.",YES,drop,VARIABLE,redcap,pre-v4,NO,NO
bridge2ai_econsent_mit_english_schema,,mit_icf_p8_en,mit_icf_p8_en,,"Participant response to question 8 of the MIT informed-consent form (English), recorded as free text, a checkbox/categorical answer (e.g., ""Yes""/""No""), or other short response as applicable.",YES,drop,VARIABLE,redcap,pre-v4,NO,NO
